Fld_Linked_ID;Fld_Company_ID;Company_Old_Id;Fld_Company_Type_ID;Fld_Company_Country;Fld_Company_City;Fld_Company_State;Fld_Company_Street;Fld_Company_ZipCode;Fld_Company_Fax;Fld_Company_Phone;Fld_Company_Email;Fld_Company_Score;Fld_Company_BAX_Contact;Fld_Remark;Fld_VAT_Nbr;Fld_Date_Of_First_Contact;Fld_Company_Address_Type
5440;4999;;3;;;;;;1-888-874-8123;1-407-325-9897;;;;;;;
5439;4998;;1;USA;Grand Prairie;TX;2802 Safran Dr;75052;972-314-3640;972-314-3600;;;;;;;3
5438;2570;;;;;;;;;;;;;;;;
5437;4997;;3;;;;;;251;251-946-3300;;;;;;;
5436;4996;;3;;;;;;3;3;;;;;;;
5433;4119;;2;Iceland;;;;;;;;7;3;;;;
5432;4778;;1;Slovekia;;;;;;;;7;3;;;;
5431;2138;;2;Canada;;;;;;;;7;3;;;;
5430;4994;;4;;;;;;353;353 61 706226;;;;CFM56 engines (CFM56-3, CFM56-5A, CFM56-5B, CFM56-5C and CFM56-7B;;;
5429;4993;;2;;;;;;0;0;;;7;;;;
5428;4992;;2;ICELAND;REYKJAVIK;;;;0;0;;;14;"HELICOPTER AS365N DAUPHIN
                      AS350B2 ECUREUIL
                      BELL 206";;;
5427;4991;;4;;;;;;305-;305 463-7546;;;;;;;
5426;4990;;3;;;Canada;;;1-;1-9059971501;;;;;;;
5425;2224;;;USA;Miami;FL;6030 NW 99th Ave Suite 410;;305-591-9447;305-591-9495;;;;;;;
5424;4989;;4;;;;;;866-885-1423;305-479-2923;;;;;;;
5423;4988;;2;;;;;;1-403-291-3089;1-403-974-3890;;;;;;;
5422;4987;;4;;;;;;0;0;;;;;;;
5421;4986;;4;SAPIN;;;;;0;0;;;;check also under Aerospace Engineering Group (AEG);;;
5420;4985;;4;;;Singapour;;;65 64915826;65 97542314;;;;;;;
5419;4984;;2;;;;;;2;2;;;;"leased first (1918) of two ex-easyJet A320s with V2500s from ACG;";;;
5418;671;;;Canada;Ville Saint Laurent;Québec;4120 Thimens Blvd.;H4R 2B9;;;;;;AIR WORLD EXPRESS;;;2
5417;315;;9;Canada;Ville Saint Laurent;Quebec;3333 rue Douglas-B. Floreani;H4S 1Y6;;514 956 7870;;;;;;;8
5416;4549;;2;Ukraine;;;;;;;;;17;;;;
5415;4983;;4;;;;;;2;213-402-0499;;;;;;;
5414;4982;;4;;;;;;418-876-1222;418-455-7237;;;;;;;
5413;739;;;CANADA;Boucherville;Québec;1370 rue de Coulomb, suite 100;J4B 7J4;+1 (450) 449-1568;+1 (450) 449-1698;e.ledoux@sinters.ca;;;;;;12
5412;4981;;3;;;;;;805-239-;805-239-4037;;;;;;;
5411;4980;;3;USA;DANIA BEACH;FL;1218 S. FEDERAL HIGHWAY;33004;954-624-2487;954-624-2486;;;;;;;3
5410;4979;;4;;;;;;0;0;;;;;;;
5409;4978;;3;;;;;;1-305-513-0041;1-305-513-0052;;;;;;;
5408;4977;;2;INDONESIA;;;;;3;3;;;3;Dash 8-300 & ATR72. 100% owned by Lion Air;;;
5407;4976;;2;;;;;;2;2;;;;;;;
5406;4975;;2;;;;;;3;3;;;;;;;
5405;4974;;2;Greece;;;;;31;31;;;;;;;
5404;4973;;2;Ecuador;;;;;3;3;;7;3;Dash 8-200;;;
5403;4972;;2;;;;;;81;81;;;;;;;
5402;4971;;2;;;;;;3;3;;;;;;;
5401;4970;;2;;;;;;49;49;;;;;;;
5400;4969;;2;JAPAN;;;;;81;81;;;;;;;
5399;4968;;2;ANGOLA;;;;;2;2;;;;Dash 8-300;;;
5398;4967;;2;;;;;;2;2;;;;DHC-8-Q402 OPT for LAM;;;
5397;4966;;8;;;;;;32-10-617.957;32-10-617.153;;;;;;;
5396;4965;;8;;;;;;32-10-617.957;32-10-617.153;;;;;;;
5395;4964;;1;;;;;;203) 291-3330;203) 291-3300;;;;;;;
5394;3582;;;;;;;;;;;;;VOID;;;
5393;4963;;4;;;;;;305-407-1769;954-780-3859;;;;;;;
5391;4961;;1;;;;;;604-233-5701;604-233-5700;;;;;;;
5390;4960;;2;Philippines;;;;;0;0;;;17;"formerly known as Air Philippines
Low-cost carrier";;;
5389;4956;;4;Cyprus;;;;;44 207 788 9635;+357 22 030 685;;8;;Rcihard Company;;;
5388;2021;;;France;ST. MALO;PLEURTUIT;"C/O ANI INDUSTRIES
B.P. 35 AEROPORT DE DINARD";35730;;;;;;;;;12
5387;217;;;;;;;;;;;;;;;;12
5386;4955;;3;USA;Carson;CA;17532 Nutwood Dr.;90746;818;818-207-2677;isaac.arega@xsyncorp.com;;8;;na;;3
5385;4954;;4;;;;;;5;772-224-8007;;;;;;;
5384;4953;;3;USA;Bangor;Maine;191 Randolph Drive;04401;207-385-4011;207-991-4004;;;;;;;3
5383;1474;;6;UK;Bognor Regis;West Sussex;unit c & d - heath place;PO22 9SL;;44-124-384-2703;;4;;Ol address - Not valid since March 22nd 2010;GB 615 4279 42;;
5382;4952;;3;;;;;;954;954-973-7511;;;;;;;
5381;4951;;3;;;;;;64-9-296-2527;64-9-296-2526;;;;;;;
5380;4950;;1;;;;;;45 32 50 35 00;45 23 69 84 00;;;;;;;
5379;4949;;3;;;;;;44 (0)1904 436555;44 (0)1904 436436;;;;;;;
5378;4948;;3;AUSTRALIA;"FORESTVILLE; NSW";;PO BOX 288,;2087;709-579-7014;709-579-7010;;;;;;;2
5376;4947;;3;USA;Painesville;OH;1206 High St;44077-5559;1-440-358-7106;1-440-358-7100;;;;;;;3
5374;1468;;;UK;Essex;;"Long Border Road
London Stansted Airport";CM24 1RE;;;;;;;;;12
5373;4946;;6;;;;;;1-732-494-5808;1-732-452-4432;;;;;;;
5372;4945;;1;USA;Addison;TX;4141 Lindbergh Drive;75001;1-972-991-3271;1-972-239-0231;;;;;;;
5371;4944;;4;;;;;;+339 70 628 794;+332 96 396 070;;;6;;;;
5370;4943;;3;;;;;;7;786-312-6893;;;;;;;
5369;4820;;10;Italy;;;;;;;;7;3;;;;
5368;1030;;;USA;Maimi;FL;MEXICANA HANGAR;;;;;;;;;;12
5367;2177;;1;Peru;;;;;;;;;;;;;
5366;4942;;3;;;;;;714) 200-0393;714) 786-6801;;;;;;;
5365;4941;;3;Indonesia;Jakarta;;;;0;0;;;;;;;
5364;4940;;2;;;;;;1;1;;;;Albania lease two A320s  from ILFC from April/May 2010.;;;
5363;4920;;11;FRANCE;Blagnac Cedex;;17, Avenue Didier Daurat – Bât. Socrate - BP 10051;31702;+33 (0)534 60 50 40;+33 (0)567 31 00 79;;;6;RCS Toulouse B501169528;FR60501169528;;3
5362;4938;;4;;;;;;+33 5 53086329;+33 5 5353 3559;;;;;;;
5361;4937;;4;;;;;;419-873 8484;419-873 0094;;;;;;;
5360;2725;;2;Saudi Arabia;;;;;;;;;17;;;;
5359;4936;;3;;;;;;250-376-1119;250-554-4202;;;;;;;
5358;4935;;2;;;;;;0;0;;;;;;;
5357;4934;;4;;;;;;0;0;;;;;;;
5356;976;;;USA;Erlanger;KY;82 Comair Blvd.;41018;;;;;;Comair Engineering;;;5
5355;1130;;;UK;UXBRIDGE MIDDLESEX;;KUEHNE & NAGEL 1 UNION BUSINESS PARK FLORANCE WAY ROCKINGHAM RD;;;;;;;;;;12
5354;4933;;10;;;;;;1;1 760-530-1767;;;;;;;
5353;222;;3;USA;;;;;;;;;8;;;;
5352;725;;;France;Le Bourget Cedex;;Aéroport du Bourget B.P. 151;93352;;;;;;;;;1
5350;4931;;3;;;;;;442030148703;44-447792994867;;;;;;;
5349;4930;;4;FRANCE;;;;;+331 30555688;+331 30555688;;;6;;;;
5348;1065;;12;China;;;;;;;;;;;;;
5347;4929;;2;Egypt;;;;;0;0;;;7;newly established airline of Al-Tayyar Group Egypt;;;
5346;4786;;2;Nigeria;;;;;;;;7;3;;;;
5345;4928;;3;;;;;;972-910-7403;972-910-7402;;;;;;;
5343;988;;;SPAIN;GALLARTA-VIZCAYA;;"POLIGONO INDUSTRIAL ""EL CAMPILLO"",1D";48500;;;;;14;;Shipping and bill;;12
5342;4086;;9;France;Paris;;20 boulevard Poniatowski;75012;;01 44 68 75 75;;;;;;;
5341;4927;;1;;;;;;8;860-667-6643;;;;;;;
5340;988;;1;Spain;Abanto;;"Polígono ""El Campillo"" Bloque 1D";48509;34 94 6363870;34 94 6363711;;;;"same company as Paramount Aircraft Services SL:
Spain (Repair Shop)";;;3
5339;4926;;3;;;;;;8;858.414.2095;;;;;;;
5338;4925;;;USA;Miami;FL;"C/O Taca Airlines 
10400 NW 21 ST,DOORS 1-4 (REAR OF BLDG)";33172;;;;;;;;;12
5337;4925;;;USA;Miami;FL;"Acconts Payable Regional 
PO BOX 520337";33152,;;;;;;;;;2
5336;4925;;2;Guatemala;Zona 13;;Avenida Hincapie 12-22;;502 2279 58 50;502 2279 58 57;;;;;;;3
5335;4924;;1;;;;;;47 51941794;47 51941958;;;;Surplus@heli-one.ca;;;
5334;3617;;;;;;;;;;;;;;;;
5333;3617;;1;Greece;;;;;+30 210 6627060;+30 210 6020609,619;;;3;;;;
5332;4923;;4;;;;;;0;0;;;;;;;
5331;4922;;4;;;;;;0;0;;;;;;;
5330;4921;;4;France;;;;;0;0;;;14;Stock Helicopter;;;
5329;1496;;;Czech Republic;PRAGUE;;AIRPORT PRAGUE;160 08;;;;;;;;;11
5328;4919;;3;;;;;;954-363-1209;954-363-1200;;;;;;;
5327;1671;;;USA;Jamaica;NY;"C/O Royal Air Maroc
JFK Int'l Airport Bldg 23, Door 37&38";11430;;;;;;;;;5
5326;1056;;;USA;NY;NY;JFK Int'l Airport Bldg 23, Door 37&38 Jamaica;11430;(718)289-7269;(718)289-7070;Christopher.Aquilina@ltl.dhl.d;;;Lufthansa Technik Logistics of America Logistik Specialist  Christopher Aquilina;.dlh.de;;12
5325;4918;;4;;;;;;0;0;;;;;;;
5324;4917;;1;;;;Sun Valley, CA 91352;;818-765-7023;1-818-232-3982;;;;www.lufthansa-technik.com;;;
5323;4226;;;Sweden;Rotevagen;Nykoping;Customer Aliance solutions (Nvkoping);S-611 92;;;;;;;;;5
5322;4916;;3;;;;;;513;513-257-5579;;;;;;;
5321;4915;;3;;;;;;0;0;;;;;;;
5320;4914;;3;;;;;;354 568 6810;354 897 3146;;;;sales@materials.is;;;
5319;4913;;1;;;;;;305;305-725-1541;;;;;;;
5318;4912;;3;;;;;;9;962 796877721;;;;;;;
5317;1324;;;;;;;;;;;;;;;;
5316;4911;;3;USA;;FL;;33172;0;0;;;;;;;
5315;4910;;4;;;;;;561-272-9948;561-807-7323;;;;;;;
5314;4909;;3;;;;;;305) 470-9544;305) 592-6225;;;;;;;
5313;4908;;2;Brazil;Rio de Janeiro;;"AV.EMBAIXADOR ABELARDO BUENO,
ED.OFFICE PARK CENTER";22775-040;0;0;;;14;;;;
5312;4907;;2;Zimbabwe;;;;;0;0;;;17;;;;
5311;4906;;2;Japan;;;;;0;0;;;7;;;;
5310;3469;;2;Hawaii;;;;;;;;;7;;;;
5309;4905;;2;USA;;;;;0;0;;;7;;;;
5308;4904;;6;;;;;;41;41 (0)44 806 24 30;;;;;;;
5307;4903;;4;USA;;;;;(305) 964?7316;305) 964?7562;;;;;;;
5306;4902;;3;;;;;;0;0;;;;;;;
5305;4901;;3;;;;;;65-64833407;65-64833017;;;;;;;
5304;4900;;1;;;;;;353-61-707080;353-61-707070;;;;HS-Shannon was founded as Shannon Aircraft Motor Works;;;
5303;4899;;1;;;;;;336-346-1736;336-346-1735;;;;;;;
5301;4897;;3;USA;Great Falls;MT;1930 Airport Court;59404;406-453-2345;406-453-2344;;;;;;;3
5300;4896;;5;;;;;;1;1;;;;;;;
5299;4895;;4;;;;;;(852) 28052814;(852) 28052784;;;;;;;
5298;4894;;3;canada;;;;;1-905-799-6501;1-905-458-6608;;;;DBA AIRCRAFT PARTS & SUPPLIES;;;
5297;4893;;10;Romania;;;;;0;0;;;3;;;;
5296;4892;;3;;;;;;0;0;;;;;;;
5294;4891;;4;;;;;;4;503-490-5907;;;;;;;
5293;4037;;;Canada;Toronto, Ontario;;255 Duncan Mill Road, Suite 308;M3B 3H9;;;;;;;;;2
5292;164;;;GERMANY;KASSEL;;UNIT 6 HAGEN PARK MIRAMSTRASSE 74;34123;49 (0) 561 57981 25;49 (0) 561 57981 0;;;;;;;12
5291;4890;;4;;;;;;0;0;;;;;;;
5290;4889;;3;;;;;;816)436-1724;816)436-1717;;;;;;;
5289;4888;;3;;;;;;520) 806-8454;520) 806-4192;;;;;;;
5288;4887;;1;USA;Van Nuys;CA;6734 Valjean Ave;91406;818 435 0992;818 787 3852;;;;;;;3
5287;4886;;3;USA;Wilmington;OH;145 Hunter Drive;45177;937 366-3092;937-382-5591;;;;;;;3
5286;4885;;4;;;;;;44 20 7398 5398;44 207 522 7515;;;;;;;
5285;4884;;2;Egypt;;;;;0;0;;;;TU 204-120 family A/C;;;
5284;4883;;2;Sweden;;;;;0;0;;;7;;;;
5283;4882;;2;Czech Republic;;;;;0;0;;;17;;;;
5282;4881;;3;;;;;;62-24 76637311;62;;;;;;;
5281;4880;;3;;;;;;44-2087713498;44-+447545644911;;;;;;;
5280;44;;6;Italy;Naples;NA;Via Galileo Ferraris 76;80142;;;;;;;;;3
5279;4879;;2;Czech Republic;;;;;0;0;;;7;;;;
5278;4878;;1;USA;Cordova;TN;1334 Rebel Road;38018;901.624.3527;901.259.9001;;;;;;;3
5277;4877;;2;Germany;;;;;0;0;;;7;;;;
5276;4876;;2;Austria;;;;;0;0;;;7;;;;
5275;4875;;2;Ukraine;Kiev;;14a, Bazhana ave;02140;00;00;;7;7;TAir-Ukraine Aviation (operate ATR 42/72) supplying company;;;3
5274;4874;;;Russia;Moscow;;;;;;;;;;;;
5273;4874;;5;Germany;Bad Oldesloe;;;;0;0;;;;;;;
5272;4873;;2;Indonesia;Jakarta;;;;0;0;;7;7;;;;
5271;4872;;4;;;;;;86 21 5192 0529;86 21 5192 0528;;;;;;;
5270;4871;;4;;;;;;90.212.465.28.69;90.212.465.28.65;;;;;;;
5269;4870;;3;;;;;;480) 275-3693;941) 870-2871;;;;;;;
5268;4869;;1;;;;;;319;319-393-3348;;;;;;;
5267;7;;;Greece;Spata - Athens;;"Athens International Airport 
Building 56, OA Hangar";19019;;;;;;;;;3
5266;4868;;3;;;;;;57;57-5-656-2327;;;;;;;
5265;48;;;MOROCCO;CASABLAMCA;;C/O HENRY JOHNSON;;;;;;;;;;12
5264;4867;;4;;;;;;508;508) 345-4756;;;;;;;
5263;4866;;9;;;;;;0;01 34 38 57 46;;;;aero@qualitairsea.com;;;
5262;643;;;France;ZA du Pont Yblon;Bonneuil en France;"ATR Customer Support
ATR Customer Support
C/O DHL Solutions";95500;;;;;;Warehouse Address - Good pickup;;;3
5261;4865;;3;USA;;;;;1;1;;;;;;;
5260;1671;;;Germany;Stuttgart;;"C/O Contact Air
Flugzeugwartungshalle";70629;;;;;;;;;12
5259;847;;;MALAYSIA;SEPANG;SELANGOR;KUALA LUMPUR INTERNATIONAL AIRPORT;;;;;;;;;;3
5258;4864;;1;Netherlands;;;Hengelder 22, Zevenaar;6902 PA;+31 (0)316 592130;+31 (0)316 592128;tessie.dikker@nedaero.nl;7;3;;;;
5257;4863;;3;Indonesia;Jakarta;;;;0;0;;;;;;;
5256;4862;;2;USA;;;;;0;0;;;7;;;;
5255;4861;;2;SLOVENIA;;;;;0;0;;7;7;Aiso have Simulator;;;
5254;4860;;2;Abu Dhabi;;;;;0;0;;;7;;;;
5253;4859;;2;United Arab Emirates;Dubai;;;;0;0;;;7;Cargo;;;
5252;4858;;3;Russia;;;;;7-495-730-26-03;7-495-730-26-03;;;;;;;
5251;4857;;2;Mexico;;;;;0;0;;;17;;;;
5250;4830;;5;UK;London;;77 Harrow Drive;N9 9EQ;;;;;;;;;
5249;4856;;2;Portugal;;;;;0;0;;;7;;;;
5248;4855;;2;Bangladesh;;;;;0;0;;;17;;;;
5247;2320;;3;;;;;;;;;;;;;;
5246;4854;;1;USA;FT. Worth;TX;526 Aviator Drive;76179;817-439-0700;817-439-0700;;;;;;;3
5245;4853;;4;;;;;;972-540-5820;972-540-5819;;;;;;;
5244;4852;;;USA;Stratford;Connecticut;175 Garfield Avenue;06615;203-386-0067;800-637-9019;;;;;;;9
5243;4852;;;USA;Dayton;Ohio;107 Westboro Street;45417;937-224-5695;877-872-7716;;;;;;;12
5242;4852;;1;USA;Kingston;Illinois;305 Herbert Road;60145;815-544-3489;866-770-2914;;;;Old address Not Longer valid;;;3
5241;4851;;6;France;Marignane;;;;0;0;;;14;;;;
5240;4850;;4;;;;;;954 202 1964;954 588 4355;;;;;;;
5239;4849;;2;Turkey;11 nolu Hangar Istanbul;;Ataturk Havalimani, Bati 4 Apronu;;+90 212 541 25 25:20;+90 212 540 40 84;;;7;;;;3
5238;4848;;3;Indonesia;Cibubur;Jakarta;Raffles Hills Block A3 No. 06;16416;62 21 8447489;62 21 8447489;;;;;;;3
5237;4847;;7;Canada;;;;;0;0;;;3;;;;
5236;4846;;8;;;;;;1;1;;;;purchased ex-All Nippon Airways A320 (1973) with CFM56s from FGL Aircraft.;;;
5235;4845;;10;;;;;;+ 33 (0) 149 929 911;+ 33 (0) 149 929 914;;;6;"Aeroport de Paris Le Bourget
Zone Nord Aviation d'Affaires
93350 LE BOURGET, France";;;
5234;4844;;1;Malaysia;;;;;60-378462902;60-378462998;;;;;;;
5233;4843;;3;USA;Chatsworth CA, 91311;;19602 Bermuda St.;;818.698.0393;818.826.3468;;;17;www.maximumaerosupport.com;;;3
5232;4842;;3;USA;;CA;;;0;0;;;;;;;
5231;4841;;3;;;;;;480;480;;;;;;;
5230;2066;;;Greece;Spata [for DOT ATR42, reg. LY-LWH];;Athens Intl Airport, Building 56;19019;;;;;;;LT108937314;;1
5229;4840;;4;;;;;;62-21-8447489;+62-21-8447489;;;;;;;
5228;4839;;4;Indonesia;;;;;0;0;;;;;;;
5227;177;;;France;FIGEAC Cedex;;"Avenue Paulin Ratier
Département Maintenance –F6";46101;;;;;;Shop address;;;5
5226;4838;;1;;;;;;1954-587-8838;1;;;;;;;
5225;4837;;4;;;;;;954;954-381-0321;;;;;;;
5224;4836;;1;;;;;;818) 838-1048;818) 838-1008;;;;;;;
5223;4835;;4;;;;;;770) 698 5621;770) 698 1900  ext 147;;;;;;;
5222;4834;;4;;;;;;954-596-8737;954-596-8736;;;;;;;
5221;3234;;;;;;;;;;;;;;;;
5220;4833;;3;;;;;;1-305-696-8003;1-305-696-8001;;;;;;;
5219;4831;;4;;;;;;44;44-1534-484111;;;;;;;
5217;4829;;1;USA;Oscoda;MI;;;989-739-3364;989-739-7108;;;;;;;
5216;4828;;4;Azarbijan;;;;;0;0;;;;Same group of  www.albanianair.com & www.eagle-aviation.net;;;
5215;4827;;4;;;;;;206-338-3231;951-239-0214;;;;;;;
5214;4826;;3;USA;;;;;1-228-374-3023;1-601-421-7844;;;;;;;
5213;4109;;;Denmark;Kastrup;;Kystvejen 18;2770;;;;;;;DK 28501048;;12
5212;4825;;1;Australia;Milperra;;3 Sheridan Close;NSW 2214;61 2 9773 7177;61 2 8723 6535;;;;;;;3
5211;4824;;3;usa;;ca;;;0;0;;;;;;;
5210;4823;;4;;;;;;61-2-9532-1767;61-2-9532-1757;;;;;;;
5209;4822;;3;Israel;Nes-Ziona;;7, Golda Meir Street,Science Park;74036;0;0;;;;;;;2
5208;4666;;;SINGAPORE;CARGO AGENT BUILDING C;;"C/O ALLIANCE FREIGHT EXPRESS PTE LTD
115 AIRPORT CARGO ROAD #08-06";S819466;;;;;;;;;3
5206;4821;;2;Greece;;;Lavriou 76, Nea Ionia Athens;14235;+30-21027.70.800;+30-21027.70.800;;4;6;;;;2
5204;4819;;1;Greece;;;;;30-210-3538-047;30-210-3538-047;;;;;;;
5203;4818;;1;Greece;;;;;xx30-210-3538-047;xx30-210-3538-047;;;;;;;
5202;4817;;4;USA;Norcross;GA;3145 Northwoods Pkwy, Suite 300;30071;770.849.0355;770.849.0900;;;;;;;3
5201;3131;;1;USA;Atlanta;GA;574 Airport south Parkway Suite 200;30349;;;;;;Wheel shop;;;12
5200;3281;;;USA;Miami;FL;8043 NW 67th St.;;;;;;;;;;
5199;4813;;;United Kingdom;CHRISTCHURCH;DORSET;BUILDING 138  BOURNEMOUTH INTERNATIONAL AIRPORT;BH23 6NW;;;;;;;;;3
5198;4816;;4;;;;;;0;0;;;;;;;
5197;2798;;1;Netherlands;;;;;;;;7;3;;;;
5196;2057;;3;Spain;Madrid;;"CALLE BERRUGUETE 40 LOCAL BAJO
ESQUINA CALLE PALACIOS Nº 2";28039;;;;;;;ESB84914431;;3
5195;1474;;1;USA;Burnsville;MN;14300 Judicial Road;55306;;;;;;Goodrich Sensors and Integrated Systems;;;5
5194;4815;;5;;;;;;05;0562 078 141;;;;;;;
5193;359;;;United Kingdom;Cowley Road;Cambridge;St Johns Innovation Park;CB4 0WS;44 20 8813 4351;44 20 8813 4444;;;;;;;9
5192;4814;;1;United States;Arlington;Texas;;;0;0;;;;;;;
5191;4813;;1;United Kingdom;BOURNEMOUTH;DORSET;BOSCOMBE GROVE ROAD BOSCOMBE;BH1 4PD;0;0;;;;"interior design
www.aim-aviation.co.uk";;;2
5190;4812;;4;;;;;;1;386-338-7318;;;;;;;
5189;4811;;4;;;;;;39;39 06916507834;;;;;;;
5188;4810;;3;South Africa;;;;;27-86554 0371;27-11973-4751;;;;;;;
5187;4809;;2;Egypt;;;;;0;0;;;7;;;;
5186;2570;;6;France;Massy;;11 Rue Impere;91300;01-6919-6313;01-6919-6983;;;;Ex Sfim, Aviac;FR39480107911;;5
5185;4808;;6;;;;;;1240-420-0094;1;;;;;;;
5184;4807;;3;;;;;;630-762-3752;630-762-3750;;;;CSS Acquisitions, Inc.;;;
5183;4806;;4;;;;;;38 044 246 2030;38 044 246 2030;;;;;;;
5182;4805;;1;Brazil;;;;;0;0;;;;;;;
5180;4803;;4;UK;;Richard Company;;;44 207 504 8090;44 207 608 5586;;8;;;;;
5179;694;;;;;;;;;;;;;Nec Aero replace by Cobham Avionics;;;
5178;4802;;3;CANADA;MONTREAL;;;;0;0;;;;;;;
5177;1060;;;GERMANY;Saarbruecken-Ensheim;;AM Flughafen, Balthasar-Goldstein # 32;66131;49-6893-80855;49-6893-8080;;;;;DE147642898;;3
5176;4801;;3;;;;;;316;316 440 4744;;;;;;;
5175;4800;;3;;;;;;305-969-2277;305-969-2230;;;;;;;
5174;4799;;3;;;;;;954;954 446 6447;;;;;;;
5173;4798;;4;;;;;;0;0;;;;;;;
5172;4797;;4;USA;West Point;NE;140 19th Road;68788;402-372-5070;402-372-3075;;;;;;;3
5171;4796;;3;;;;;;540-828-6477;540-515-3535;;;;;;;
5170;4795;;4;;;;;;0;0;;;;;;;
5169;4792;;4;Australia;;;;;0;0;;;;;;;
5168;4791;;4;;;;;;0;0;;;;;;;
5167;4777;;2;Thailand;;;;;;;;7;3;;;;
5166;4790;;4;;;;;;0;0;;;;;;;
5165;227;;;France;Toulouse;;;;;33 534400670;;;;;;;
5164;4789;;3;United States;Hollywood;Florida;;;0;0;;;;;;;
5163;845;;;CROATIA;ZAGREB;;BANI 75b, BUZIN;10010;;;;;;;;;2
5162;4788;;6;France;;;;;0;0810 414243;;;;;;;
5161;1462;;;;;;;;;;;;;;;;
5160;4775;;10;Saudi Arabia;;;;;;;;;17;Wheel Brake CAPA;;;
5159;1287;;;France;BUC;;;;33 1 39 56 35 42;33 1 30 97 89 30;;;;;;;
5157;4785;;2;Ethiopia;Addis Ababa;;Bole International Airport;;251 113 729108;251 911477299;tna_mktg@ethionet.et;;14;;n/a;;3
5156;1384;;;Guadeloupe;Abymes;;Aeroport du Raizet sud;97139;;;;;;;;;12
5155;3173;;;Canada;Montreal;PQ;590 Rue SICARD;H1V 2X2;;;;;;;;;3
5154;4783;;1;France;CHATEAUFORT;;Aérodrome de Toussus Le Noble;;0;0;www.mataviation.fr;;14;"Helicoptere serie AS365-AS350,,,
Alouette,Dauphin,Ecureuil";;;
5153;4782;;3;United States;Weston, FL;;;;0;0;;;;;;;
5152;4781;;2;Suriname;Paramaribo;;Zorg en Hoop Airport - Doekhieweg #3;;0;0;;;14;;;;
5151;4776;;2;UK;;;;;;;;7;7;;;;
5150;4780;;2;Portugal;;;;;0;0;;;17;"Helicopter AS305B2-
Repair shop";;;
5149;4779;;2;Nigeria;LAGOS;;Murtala Muhammed Airport- Ikeja LAGOS;PMB21090;234;234-1-773 0709;;;;;;;
5148;2066;;;Norway;Voldsvegen 204, Skien;;DOT line st' in SKE, Skien Lufthamn AS;N-3739;;;;;;;;;6
5147;4774;;2;Spain;The Canary Islands;;Aeropuerto de Gran Canaria P.O Telde ( Las Palmas );35230;34-937-469-008;34-937-469-008;tecnica@topfly.com;;6;Also see the company TOP FLY also Letsfly;;;
5146;4773;;3;;;;;;816-833-2502;816-833-2500;;;;;;;
5145;4772;;3;;;;;;44 (0)845 1280 530;44 (0)845 1280 500;;;;;;;
5144;4771;;3;;;;;;770-631-3651;770-631-2957;;;;;;;
5143;4770;;6;;;;;;1 619-691-6195;1 619-691-4031;;;;"+1 619 691-2006; 24 Hr AOG Tel: +1 619-691-2089 sparesales@goodrich.com";;;
5142;2510;;;USA;Mukilteo;WA;"No longer Valid address 
4333 Harbour point BLVD SouthWest Suite A";98275-5411;206.881.7292;206.881.1172;;;;Faciliy closed !!!;;;13
5141;4769;;3;USA;;;;;0;0;;;;;;;
5140;4768;;2;Bosnia and Herzegovina;Srebrenik;;;;0;0;;;14;;;;
5139;4767;;3;;;;;;305-403-0446;786-331-7029;;;;;;;
5138;4766;;4;;;;;;859-356-1462;8593561447;;;;;;;
5137;4765;;6;;;;;;0;0;;;;;;;
5136;4764;;3;;;;;;760-597-9200;760-597-9100;;;;;;;
5135;4763;;4;;;;;;0;0;;;;;;;
5134;4762;;4;;;;;;0;0;;;;;;;
5133;4761;;2;Lithuania;VILNIUS;;;;+370 5 2151674;+370 5 2159266;;7;3;;;;
5132;4760;;2;Costa Rica;San Jose;;;;(506) 2232-2516;(800) 235-9272;;;;www.natureair.com;;;
5131;4759;;3;USA;Livermore;;;CA 94551;(925) 455 9901;(925) 455 9900;;;;;;;
5130;4758;;1;France;Z.I. de Bressols;Bressols;50 impasse de Fontanilles;82710;05 63 02 10 60;05 63 02 10 50;;;;Composite elements (Radome, Leading edge, Galley), Seats and cabins expertise;;;3
5129;4757;;3;;;;;;34 91 141 43 00;34 67 860 63 19;;;;;;;
5128;4756;;3;;;;;;888-769-4821;305-597-0181;;;;;;;
5127;4755;;3;;;;;;888-212-0457;239-370-0123;;;;;;;
5126;4754;;1;;;;;;972-623-9349;972-623-9331;;;;;;;
5125;4753;;3;;;;;;818-991-7200;818-991-8200;;;;;;;
5124;4752;;4;;;;;;817-284-1343;817-589-2881;;;;;;;
5123;4751;;1;;;;;;0;0;;;;;;;
5122;4750;;2;USA;;;;;0;0;;;7;;;;
5121;4749;;3;;;;;;86-29-86203970;86-29-86846566;;;;;;;
5120;4748;;2;Canada;;;;;0;0;;;7;Part of CargoJet Airways. Cargojet Regional;;;
5119;4747;;2;USA;;;;;0;0;;;;;;;
5118;4746;;2;;;;;;0;0;;;;;;;
5117;4745;;2;Mali;;;;;0;0;;;7;;;;
5116;4744;;2;Sweden;;;;;0;0;;;7;;;;
5115;4743;;1;New Zeland;;;;;0;0;;;7;;;;
5114;4742;;2;Hungary;;;;;0;0;;;7;;;;
5113;4741;;2;USA;;;;;0;0;;;17;;;;
5112;4740;;2;Sweden;;;;;0;0;;;7;;;;
5111;4739;;2;Lithuania;;;;;0;0;;;7;;;;
5110;4738;;2;Cook Islands;;;;;0;0;;;16;;;;
