Part Number,,Cond,Qty In Stock,UM,Description,,W/H,Serial No.,,Reserved Qty,,,
D55184320-009,,AR,1,EA,PANEL ASSY - ACCESS 1 LOWER,,Airbus,C0378,,0,,,
D5518432001000,,AR,1,EA,ASSY ACCESS DOOR #3,,Airbus,C020794,,0,,,
D5518432001100,,AR,1,EA,ASSY ACCESS DOOR #3,,Airbus,C020795,,0,,,
D5518434000900,,AR,1,EA,PANEL ASSY - ACCESS 5 LOWER,,Airbus,CO361,,0,,,
D5518434001000,,AR,1,EA,ASSY ACCESS DOOR #5,,Airbus,C020785,,0,,,
D55184350-010,,AR,1,EA,COVER #5,,Airbus,C020208,,0,,,
D5518436001000,,AR,1,EA,ASSY ACCESS DOOR #7,,Airbus,C020803,,0,,,
D5518436001100,,AR,1,EA,ASSY ACCESS DOOR #7,,Airbus,C020788,,0,,,
D55184361009A01,,AR,1,EA,PANEL,,Airbus,N/A,,0,,,
D5518437000100,,AR,1,EA,ASSY ACCESS  DOOR #8,,Airbus,C020780R,,0,,,
D55184371090A,,AR,1,EA,ACCESS PANEL,,Airbus,N/A,,0,,,
D5518439000A01,,AR,1,EA,COVER #4,,Airbus,C020400,,0,,,
D55184395006A01,,AR,1,EA,COVER 4 RIGHT,,Airbus,C020401,,0,,,
D5537003700000,,AR,1,EA,"TIP ASSY, VERTICAL STAB",,Airbus,TS-1091,,0,,,
D5537125000500N,,AR,1,EA,PNL R/H,,Airbus,1985,,0,,,
D5537125200600P,,AR,1,EA,PNL L/H,,Airbus,1881,,0,,,
D5537125200800P,,AR,1,EA,VERTICAL PNL R/H,,Airbus,1898,,0,,,
D5537125300800,,AR,1,EA,PANEL,,Airbus,2002,,0,,,
D5537125300900S,,AR,1,EA,VERTICAL PNL R/H,,Airbus,2000,,0,,,
D5537125800000A,,AR,1,EA,PNL LEADING EDGE L/H,,Airbus,318,,0,,,
D5537125800100A,,AR,1,EA,VERTICAL PNL R/H,,Airbus,316,,0,,,
D56270002200,,AR,67,EA,"WINDOW, PASSENGER",,Airbus,N / A,,0,,,
D57351200002E,,AR,1,EA,RH WINGTIP FENCE,,Airbus,SF1467,,0,,,
D57351200003E,,AR,1,EA,L H WINGTIP FENCE,,Airbus,SF1467,,0,,,
D5735127600200,,AR,1,EA,PANEL GLAZING ASSY,,Airbus,3074,,0,,,
D5744358001200Z,,AR,1,EA,PANEL,,Airbus,AP288,,0,,,
D5744358101218A,,AR,1,EA,LEADING EDGE PANEL,,Airbus,CSN 0185,,0,,,
D5744358101300Z,,AR,1,EA,PANEL,,Airbus,AP283,,0,,,
D57443581019,,AR,1,EA,PANEL R/H 16,,Airbus,CSN 0147/159,,0,,,
D5744358201200Z,,AR,1,EA,PANEL - LEADING EDGE,,Airbus,AP284,,0,,,
D5744358201218A,,AR,1,EA,LEADING EDGE PANEL L/H 14,,Airbus,CSN 0152,,0,,,
D5744358201318A,,AR,1,EA,LEADING EDGE PANEL R/H 14,,Airbus,CSN 0158,,0,,,
D5744358301200Z,,AR,1,EA,LEADING EDGE PANEL A,,Airbus,AP280,,0,,,
D5744358301218A,,AR,1,EA,LEADING EDGE PNL L/H 4,,Airbus,CSN 0105,,0,,,
D5744358301318A,,AR,1,EA,LEADING EDGE PANEL R/H 13,,Airbus,CSN 0186,,0,,,
D574-43584-016-00Z,,AR,1,EA,LEADING EDGE PANEL A,,Airbus,AP284,,0,,,
D5744358401618A,,AR,1,EA,LEADING EDGE PNL 12,,Airbus,CSN 0223,,0,,,
D5744358401718A,,AR,1,EA,LEADING EDGE PNL R/H 12,,Airbus,CSN 0172,,0,,,
D5744358501200Z,,AR,1,EA,PANEL,,Airbus,AP287,,0,,,
D5744358501218A,,AR,1,EA,LEADING EDGE PNL L/H 11,,Airbus,CSN 0190,,0,,,
D5744358501300Z,,AR,1,EA,FAIRING,,Airbus,AP280,,0,,,
D5744358501318A,,AR,1,EA,LEADING EDGE PNL R/H 11,,Airbus,CSN 0202,,0,,,
201122008,,SV,1,EA,MLG DOOR UPLOCK,,Airbus,CWDD-DH314-98,,0,,,
D5744358601218A,,AR,1,EA,LEADING EDGE PNL L/H 9,,Airbus,CSN 0167,,0,,,
D5744358601300Z,,AR,1,EA,"LEADING EDGE , PANEL",,Airbus,AP287,,0,,,
2015G2H2H-8A,,SV,1,EA,PROBE-AIR DATA SMART,,Embraer,1288,,0,,,
2015G2H2H-9,,SV,1,EA,INTEGRATED PITOT/STA,,Embraer,2829,,0,,,
2015G2H2H-9,,SV,1,EA,INTEGRATED PITOT/STA,,Embraer,2422,,0,,,
D5744358602000Z,,AR,1,EA,PANEL ASSY,,Airbus,N/A,,0,,,
2015G2H2H-9,,SV,1,EA,INTEGRATED PITOT/STA,,Embraer,4053,,0,,,
D57443586023,,AR,1,EA,PANEL R-9,,Airbus,CSN 0147/169,,0,,,
D5744358701200Z,,AR,1,EA,LEADING EDGE PANEL,,Airbus,AP285,,0,,,
D5744358701218A,,AR,1,EA,LEADING EDGE PNL L/H 5,,Airbus,CSN 0147,,0,,,
D5744358701300Z,,AR,1,EA,PANEL,,Airbus,AP289,,0,,,
D5744358701318A,,AR,1,EA,LEADING EDGE PANEL R/H 5,,Airbus,CSN 0147,,0,,,
D5744358801200Z,,AR,1,EA,PANEL,,Airbus,AP290,,0,,,
D5744358801218A,,AR,1,EA,LEADING EDGE PNL L/H 4,,Airbus,CSN 0166,,0,,,
D5744358801318A,,AR,1,EA,LEADING EDGE PANEL R-4,,Airbus,CSN 0167,,0,,,
D5744358901200Z,,AR,1,EA,PANEL ASSY - ACCESS BLOW OFF,,Airbus,AP279,,0,,,
D5744358901218A,,AR,1,EA,LEADING EDGE PNL L/H 3,,Airbus,CSN 0160,,0,,,
D5744358901300Z,,AR,1,EA,LEADING EDGE PANEL A,,Airbus,AP284,,0,,,
20200-0115,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4672,,0,,,
20200-0115,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4673,,0,,,
20200-0115,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4519,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,9144,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,9180,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,9143,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,8912,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,8913,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,8817,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,8570,,0,,,
20200-0202,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,9181,,0,,,
20200-0205,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4669,,0,,,
20200-0207,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4655,,0,,,
20200-0207,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4635,,0,,,
20200-0211,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4655,,0,,,
20200-0211,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4636,,0,,,
20200-0213,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4663,,0,,,
20200-0213,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4646,,0,,,
20200-0213,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4146,,0,,,
20200-0214,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4685,,0,,,
20200-0214,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4667,,0,,,
20200-0216,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4537,,0,,,
20200-0216,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4538,,0,,,
20200-0216,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4685,,0,,,
20200-0216,,SV,1,EA,FUEL GAUGE TANK UNIT,,Boeing,4686,,0,,,
D5744358901318A,,AR,1,EA,LEADING EDGE PANEL,,Airbus,CSN 0197,,0,,,
D5744359001218A,,AR,1,EA,LEADING EDGE PNL L/H 2,,Airbus,CSN 0149,,0,,,
20202-01,,SV,1,EA,FUEL COMPENSATOR,,Boeing,7664,,0,,,
20202-01,,SV,1,EA,FUEL COMPENSATOR,,Boeing,2353,,0,,,
D5744359001300Z,,AR,1,EA,"PANEL, LEADING EDGE",,Airbus,AP286,,0,,,
D57443590023,,AR,1,EA,LEADING EDGE PANEL R-2,,Airbus,CSN 0151/171,,0,,,
D5744359101218A,,AR,1,EA,LEADING EDGR PNL L/H 1,,Airbus,CSN 0143,,0,,,
D5744359101318A,,AR,1,EA,LEADING EDGE PANEL R-1,,Airbus,CSN 0163,,0,,,
D5744379200400Z,,AR,1,EA,LEADING EDGE PANEL LH,,Airbus,N / A,,0,,,
D5744379200418A,,AR,1,EA,ACCESS PANEL,,Airbus,NSN,,0,,,
D5744379300418A,,AR,1,EA,ACCESS PNL L/H 7,,Airbus,NSN,,0,,,
D5744379300518A,,AR,1,EA,ACCESS PANEL R/H 7,,Airbus,NSN,,0,,,
D5744380800600Z,,AR,1,EA,LEADING EDGE PANEL,,Airbus,AP262,,0,,,
D5744380800618A,,AR,1,EA,LEADING EDGE PNL L/H 6,,Airbus,CSN 0156,,0,,,
20798-01,,SV,1,EA,EXHAUST VALVE,,Boeing,647137,,0,,,
D5744380800718A,,AR,1,EA,LEADING EDGE PANEL R/H 6,,Airbus,CSN 0154,,0,,,
D5744381100418A,,AR,1,EA,ACCESS PANEL,,Airbus,NSN,,0,,,
D5745006600100Z,,AR,1,EA,PANEL-ACCESS (RH),,Airbus,N/A,,0,,,
D5745014600618A,,AR,1,EA,PANEL ASSY L/H 15,,Airbus,NSN,,0,,,
20C144-5,,SV,1,EA,VALVE - CHECK,,Boeing,24410,,0,,,
D5745014600718A,,AR,1,EA,PANEL R-5,,Airbus,NSN,,0,,,
D5746027800400,,AR,1,EA,SLAT ASSY NO 2 LH,,Airbus,SA1976,,0,,,
D5746027800500,,AR,1,EA,SLAT ASSY NO 2 RH,,Airbus,SA1976,,0,,,
D5746037800700,,AR,1,EA,SLAT ASSY NO 3 RH,,Airbus,SA1976,,0,,,
D5746047700100,,AR,1,EA,SLAT ASSY NO 4 RH,,Airbus,SA2806,,0,,,
D5746047800800,,AR,1,EA,SLAT ASSY NO 4 LH,,Airbus,SA2103,,0,,,
D5746059800700,,AR,1,EA,SLAT ASSY NO 5 RH,,Airbus,SA1976,,0,,,
D5746060000600,,AR,1,EA,SLAT ASSY NO 1 LH,,Airbus,SA1976,,0,,,
D5746060000700,,AR,1,EA,SLAT ASSY NO 1 RH,,Airbus,SA1976,,0,,,
D5746130100800,,AR,1,EA,SLAT TRACK# 1,,Airbus,50591,,0,,,
D5746130100800,,AR,1,EA,SLAT TRACK# 1,,Airbus,50590,,0,,,
D5746130101000,,AR,1,EA,TRACK ASSY #1 R/H,,Airbus,99693,,0,,,
211C223-518,,SV,1,EA,SWITCH-PRESSURE,,Boeing,H003922A,,0,,,
D5746130101000,,AR,1,EA,TRACK ASSY #1 R/H,,Airbus,99688,,0,,,
D5746130200800,,AR,1,EA,SLAT TRACK #2,,Airbus,71437,,0,,,
D5746130200800,,AR,1,EA,SLAT TRACK #2,,Airbus,71438,,0,,,
211C223-527,,SV,1,EA,SWITCH - PRESSURE HYDRAULIC,,Boeing,F034220A,,0,,,
D5746130201000,,AR,1,EA,TRACK ASSY #2 L/H,,Airbus,99667,,0,,,
D5746130201000,,AR,1,EA,TRACK ASSY #2 L/H,,Airbus,99666,,0,,,
D5746130300600,,AR,1,EA,SLAT TRACK #9,,Airbus,71612,,0,,,
D5746130301200,,AR,1,EA,SLAT TRACK #3,,Airbus,71389,,0,,,
2124-0001-405,,OH,1,EA,LINEAR DAMPER,,Embraer,2176,,0,,,
D5746130301200,,AR,1,EA,SLAT TRACK #3,,Airbus,71388,,0,,,
D5746130301400,,AR,1,EA,TRACK ASSY L/H#3,,Airbus,91879,,0,,,
D5746130301400,,AR,1,EA,TRACK ASSY L/H#3,,Airbus,91881,,0,,,
D5746130400800,,AR,1,EA,SLAT TRACK #4,,Airbus,71476,,0,,,
D5746130400800,,AR,1,EA,SLAT TRACK #4,,Airbus,71475,,0,,,
D5746130401000,,AR,1,EA,TRACK ASSY #4 R/H,,Airbus,AD000608,,0,,,
D5746130401000,,AR,1,EA,TRACK ASSY #4 R/H,,Airbus,AD000606,,0,,,
D5746130501000,,AR,1,EA,SLAT TRACK #5,,Airbus,50638,,0,,,
D5746130501000,,AR,1,EA,SLAT TRACK #5,,Airbus,50641,,0,,,
D5746130501200,,AR,1,EA,TRACK ASSY #5 L/H,,Airbus,AD004052,,0,,,
D5746130501200,,AR,1,EA,TRACK ASSY #5 L/H,,Airbus,AD004060,,0,,,
D5746130600600,,AR,1,EA,SLAT TRACK #6,,Airbus,41555,,0,,,
D5746130600600,,AR,1,EA,SLAT TRACK #6,,Airbus,41554,,0,,,
D5746130600800,,AR,1,EA,TRACK ASSY #6 L/H,,Airbus,AD004127,,0,,,
D5746130600800,,AR,1,EA,TRACK ASSY #6 L/H,,Airbus,AD004130,,0,,,
D5746130700800,,AR,1,EA,SLAT TRACK #7,,Airbus,41533,,0,,,
D5746130700900,,AR,1,EA,SLAT TRACK #7,,Airbus,41519,,0,,,
D5746130701000,,AR,1,EA,TRACK ASSY #7 L/H,,Airbus,AD004113,,0,,,
21609-04BA,,SV,1,EA,CONTROLLER-CPC CABIN PRESSURE CONTROLLER,,Embraer,10104476,,0,,,
21615-02,,OH,1,EA,VALVE-CABIN PRESSURE SAFETY RELIEF,,Embraer,10112698,,0,,,
D5746130701100,,AR,1,EA,TRACK ASSY #7 R/H,,Airbus,AD004028,,0,,,
D5746130800600,,AR,1,EA,SLAT TRACK #8,,Airbus,41436,,0,,,
D5746130800600,,AR,1,EA,SLAT TRACK #8,,Airbus,41437,,0,,,
D5746130800800,,AR,1,EA,TRACK ASSY #8 L/H,,Airbus,AD004032,,0,,,
D5746130800800,,AR,1,EA,TRACK ASSY #8 L/H,,Airbus,AD004033,,0,,,
D5746130900600,,AR,1,EA,SLAT TRACK #9,,Airbus,71610,,0,,,
D5746130900800,,AR,1,EA,TRACK ASSY #9 L/H,,Airbus,AD002399,,0,,,
D5746130900800,,AR,1,EA,TRACK ASSY #9 L/H,,Airbus,AD002367,,0,,,
D5746131000600,,AR,1,EA,SLAT TRACK #10,,Airbus,72341,,0,,,
D5746131000600,,AR,1,EA,SLAT TRACK #10,,Airbus,72340,,0,,,
D5746131000800,,AR,1,EA,TRACK ASSY #10 L/H,,Airbus,AD001808,,0,,,
21933-01AD,,SV,1,EA,CABIN PRESSURE CONTROL MODULE,,Boeing,896478,,0,,,
D5746131000800,,AR,1,EA,TRACK ASSY #10 L/H,,Airbus,AD001813,,0,,,
21C1-3-22,,SV,1,EA,SWITCH,,Boeing,NO36053,,0,,,
D5746131101000,,AR,1,EA,SLAT TRACK #11,,Airbus,71637,,0,,,
21SN04-275A,,SV,1,EA,LOW OIL PRESS SWITCH,,Airbus,V34927,,0,,,
D5746131101000,,AR,1,EA,SLAT TRACK #11,,Airbus,71636,,0,,,
D5746131101200,,AR,1,EA,TRACK ASSY #11 L/H,,Airbus,AD002361,,0,,,
D5746131101200,,AR,1,EA,TRACK ASSY #11 L/H,,Airbus,AD002356,,0,,,
D5746131200600,,AR,1,EA,SLAT TRACK #12,,Airbus,71655,,0,,,
D5746131200600,,AR,1,EA,SLAT TRACK #12,,Airbus,71658,,0,,,
D5746131200800,,AR,1,EA,TRACK ASSY - #12,,Airbus,AD005743,,0,,,
D5746131200800,,AR,1,EA,TRACK ASSY - #12,,Airbus,AD005726,,0,,,
D5754050100600A,,AR,1,EA,FWD FAIRING,,Airbus,N/A,,0,,,
D5754050100700A,,AR,1,EA,FWD FAIRING R/H#2,,Airbus,N/A,,0,,,
D5754050100700Z,,AR,1,EA,FAIRING,,Airbus,N/A,,0,,,
D5754050100800A,,AR,1,EA,FAIRING ASSY FWD FIXED FLAP TRACK,,Airbus,N/A,,0,,,
22200-49,,SV,1,EA,AUX FUEL CONT. UNIT,,Boeing,1884,,0,,,
D5754050200200Z,,AR,1,EA,"FAIRING, AFT LH",,Airbus,AP866,,0,,,
D5754050200218A,,AR,1,EA,AFT FAIRING,,Airbus,AP1759,,0,,,
D5754050200300Z,,AR,1,EA,FAIRING ASSY,,Airbus,AP866,,0,,,
D5754050200318A,,AR,1,EA,AFT FAIRING R/H,,Airbus,AP1759,,0,,,
D5754050400218A,,AR,1,EA,TOP COVER TRACK 2L/H,,Airbus,C021011C,,0,,,
D5754050400318A,,AR,1,EA,TOP COVER TRACK 2R/H,,Airbus,C021044B,,0,,,
D5754051001100Z,,AR,1,EA,"FAIRING ASSY, FLAP TRACK 2 RH",,Airbus,N/A,,0,,,
D57540534002,,AR,1,EA,L/H I/B,,Airbus,N/A,,0,,,
D57540534003,,AR,1,EA,R/H I/B,,Airbus,NSN,,0,,,
D5754060100600Z,,AR,1,EA,FAIRING,,Airbus,N/A,,0,,,
D5754060200200Z,,AR,1,EA,"FAIRING, AFT LH #2",,Airbus,AP866,,0,,,
D5754060200218A,,AR,1,EA,AFT FAIRING,,Airbus,AP1759,,0,,,
D5754060200300Z,,AR,1,EA,FAIRING AFT R/H,,Airbus,AP866,,0,,,
22715-000-02,,SV,1,EA,NLG DOOR ACT CYLINDR,,Airbus,H3436,,0,,,
D5754060200318A,,AR,1,EA,AFT FAIRING,,Airbus,AP1759,,0,,,
2313M-589-4,,SV,1,EA,RH MOTOR,,Embraer,1049,,0,,,
D5754060400318A,,AR,1,EA,TOP COVER TRACK 3 R/H,,Airbus,24456,,0,,,
D5754070100600Z,,AR,1,EA,FAIRING,,Airbus,N/A,,0,,,
D5754070100700A,,AR,1,EA,FWD FAIRING L/H,,Airbus,N/A,,0,,,
D5754070100800A,,AR,1,EA,FAIRING,,Airbus,N/A,,0,,,
D5754070100900A,,AR,1,EA,FAIRING FXD-FWD,,Airbus,N/A,,0,,,
D5754070200200Z,,AR,1,EA,"FAIRING, AFT L/H",,Airbus,N/A,,0,,,
D5754070200200Z,,AR,1,EA,"FAIRING, AFT L/H",,Airbus,AP866,,0,,,
D5754070200218A,,AR,1,EA,AFT FAIRING L/H,,Airbus,AP1759,,0,,,
233A2222-54,,SV,1,EA,CDS DISPLAY PANEL,,Boeing,D02179,,0,,,
D5754070200300Z,,AR,1,EA,"FAIRING, AFT RH",,Airbus,AP866,,0,,,
D5754070200318A,,AR,1,EA,AFT FAIRING R/H,,Airbus,AP1759,,0,,,
D5754070300061,,AR,1,EA,"FAIRING, FLAP TRACK 4 LH",,Airbus,N/A,,0,,,
233A3204-1,,SV,1,EA,MODULE GEN/APU CONT,,Boeing,D02303,,0,,,
D5754070300161,,AR,1,EA,"FAIRING, FLAP TRACK 4 RH",,Airbus,NSN,,0,,,
D5754070400218A,,AR,1,EA,TOP COVER TRACK 4L/H,,Airbus,C007603B,,0,,,
233A3206-2,,SV,1,EA,INSTRUMENT MODULE ASSY,,Boeing,D02288,,0,,,
D5754070400318A,,AR,1,EA,TOP COVER TRACK 4 RH,,Airbus,24688,,0,,,
D5754180600500,,AR,1,EA,RIB CRUISE ROLLER (RH),,Airbus,NSN,,0,,,
D5754600000800Z,,AR,1,EA,"PANEL ASSY ACCESS, NO 1 LH",,Airbus,AP990,,0,,,
233A7203-10,,SV,1,EA,DATA LOAD SELEC. MOD.,,Boeing,D02235,,0,,,
D5754600000900Z,,AR,1,EA,"PANEL ASSY ACCESS, NO 1 RH",,Airbus,AP999,,0,,,
D5754600400500,,AR,1,EA,PANEL ASSY,,Airbus,N/A,,0,,,
D5754600500900Z,,AR,1,EA,PANEL,,Airbus,AP995,,0,,,
D5754600600500Z,,AR,1,EA,PANEL ASSY,,Airbus,N/A,,0,,,
2341178-2,,OH,1,EA,AIR CONDITION PRECOOLER,,Boeing,6423,,0,,,
D5754600600800Z,,AR,1,EA,PANEL ASSY ACCESS NO 7 LH,,Airbus,AP972,,0,,,
D5754600700400,,AR,1,EA,PANEL ASSY,,Airbus,N/A,,0,,,
D5754600700500,,AR,1,EA,PANEL ASSY,,Airbus,N/A,,0,,,
D5754600800500Z,,AR,1,EA,PANEL ASSY R/H,,Airbus,N/A,,0,,,
D5754600800800Z,,AR,1,EA,PANEL,,Airbus,AP968,,0,,,
D5754600900800Z,,AR,1,EA,PANEL,,Airbus,AP994,,0,,,
D5754600900900Z,,AR,1,EA,PANEL ASSY,,Airbus,AP984,,0,,,
D5754601001100Z,,AR,1,EA,"PANEL ASSY ACCESS, NO 11",,Airbus,AP975,,0,,,
D5754601101000Z,,AR,1,EA,PANEL,,Airbus,AP1034,,0,,,
D5754601101718A,,AR,1,EA,AILERON PNL R/H 3,,Airbus,AP 2015,,0,,,
D5754601201400Z,,AR,1,EA,PANEL AY- LH #2 LWR ACC,,Airbus,AP997,,0,,,
D5754601201418A,,AR,1,EA,AILERON PNL L/H 2,,Airbus,AP 2088,,0,,,
D5754601201500Z,,AR,1,EA,PANEL,,Airbus,AP996,,0,,,
D5754601301400Z,,AR,1,EA,PANEL AY- LH #3 LWR ACC,,Airbus,AP1004,,0,,,
D5754601301500Z,,AR,1,EA,PANEL AY- RH #3 LWR ACC,,Airbus,AP1009,,0,,,
D5754601301518A,,AR,1,EA,AILERON PNL R/H 1,,Airbus,AP 2089,,0,,,
D5754601401818A,,AR,1,EA,AILERON PNL L/H,,Airbus,AP 2201,,0,,,
D5754601401918A,,AR,1,EA,AILERON PNL,,Airbus,AP 2191,,0,,,
D5754604900400Z,,AR,1,EA,"PANEL ASSY ACCESS, NO 4 LH",,Airbus,AP979,,0,,,
D5754604900500Z,,AR,1,EA,PANEL ASSY ACCESS NO 4 RH,,Airbus,AP990,,0,,,
D5754800100800Z,,AR,1,EA,PANEL,,Airbus,AP990,,0,,,
D5755005501200,,AR,1,EA,FLAP BEAM ASSY #2,,Airbus,AP860,,0,,,
D5755005501400,,AR,1,EA,BEAM ASSY FLAP TRACK NO 2,,Airbus,860,,0,,,
D5755005601200,,AR,1,EA,FLAP BEAM ASSY #3 LH,,Airbus,AP857,,0,,,
D5755005601400,,AR,1,EA,"BEAM, R/H FLAP TRACK #3",,Airbus,AP859,,0,,,
D5755005700400,,AR,1,EA,BEAM ASSY - FLAP TRACK # 4 L/H,,Airbus,N/A,,0,,,
D5755005701400,,AR,1,EA,BEAM ASSY FLAP TRACK NO 4,,Airbus,861,,0,,,
2381H000-001,,AI,1,EA,"SWITCH, HYDRAULIC FLUID TEMPERATURE",,Embraer,1615,,0,,,
2381H000-001,,AI,1,EA,"SWITCH, HYDRAULIC FLUID TEMPERATURE",,Embraer,1940,,0,,,
D5755105300000Z,,AR,1,EA,FAIRING ASSY-MOVABLE FLAP TRACK,,Airbus,APO881,,0,,,
D5755105300200A,,AR,1,EA,"FAIRING, FLAP TRACK 2 LH",,Airbus,N/A,,0,,,
2403-89,,OH,1,EA,ANTENNA VHF COM,,Airbus,240389-9678,,0,,,
D5755105300300A,,AR,1,EA,"FAIRING, FLAP TRACK 2 RH",,Airbus,N/A,,0,,,
D5755105400000Z,,AR,1,EA,FAIRING ASSY- MOVABLE FLAP TRACK,,Airbus,APO882,,0,,,
D5755105400100Z,,AR,1,EA,"FAIRING ASSY, MOVABLE, FLAP TRACK",,Airbus,APO881,,0,,,
D5755105500100Z,,AR,1,EA,"FAIRING ASSY, MOVABLE-FLAP TRACK",,Airbus,N/A,,0,,,
D5757030500200E,,AR,1,EA,INTERCONNECTING STRUT ASSY,,Airbus,70201224923,,0,,,
D5757030500200E,,AR,1,EA,INTERCONNECTING STRUT ASSY,,Airbus,6399058,,0,,,
D5757065001100,,AR,1,EA,"FLAP ASSY, IN BOUND R/H",,Airbus,TS-2337,,0,,,
D57571008000000000,,AR,1,EA,"FLAP ASSY, OUTBOARD  L/H",,Airbus,1857,,0,,,
D57571008001000000,,AR,1,EA,"FLAP ASSY, OUTBOARD R/H",,Airbus,1857,,0,,,
D5757200100000,,AR,1,EA,"SUPPORT, FLAP TRACK #1 LH",,Airbus,N/A,,0,,,
D5757200100100,,AR,1,EA,"SUPPORT, FLAP TRACK #1 RH",,Airbus,N/A,,0,,,
D5764000000800Z,,AR,1,EA,AILERON ASSY  LH,,Airbus,N/A,,0,,,
D5764000000900Z,,AR,1,EA,AILERON ASSY RH,,Airbus,N/A,,0,,,
D5775000300000Z,,AR,1,EA,SPOILER ASSY - #3 LH,,Airbus,N/A,,0,,,
D5775000400000Z,,AR,1,EA,SPOILER ASSY - #4 LH,,Airbus,N/A,,0,,,
D577-50004-001-00Z,,AR,1,EA,SPOILER ASSY - #4 RH,,Airbus,N/A,,0,,,
D5775000500000Z,,AR,1,EA,SPOILER ASSY - #5 LH,,Airbus,N/A,,0,,,
D5775610100200Z,,AR,1,EA,SPOILER ASSY NO 1 LH,,Airbus,N/A,,0,,,
D5775612200200Z,,AR,1,EA,SPOILER #2 LH,,Airbus,AP276,,0,,,
D9251066200000B00,,AR,1,EA,SWITCHING PANEL,,Airbus,1334,,0,,,
D9251081000000C00,,AR,1,EA,LIGHT CONTROL PANEL,,Airbus,1337,,0,,,
D92510811-00000C00,,AR,1,EA,AUDIO PANEL,,Airbus,1369,,0,,,
D9251107300000A00,,AR,1,EA,MIC JACK,,Airbus,1339,,0,,,
245-604067-001,,AI,1,EA,GPS MODULE,,Embraer,10034423,,0,,,
D92512276000-00A00,,AR,1,EA,CARGO SMOKE PANEL,,Airbus,1334,,0,,,
245-604067-001,,SV,1,EA,GPS MODULE,,Embraer,10084761,,0,,,
D9251228100000B00,,AR,1,EA,AUDIO SWITCH PANEL,,Airbus,1335,,0,,,
D9251235400000A00,,AR,1,EA,"OXY, HYD , APU PANEL",,Airbus,1336,,0,,,
24E507009G03,,AI,1,EA,WATER HEATER,,Embraer,N0827302,,0,,,
D9251411600000A00,,AR,1,EA,LG POSITION INDICATOR PANEL,,Airbus,1335,,0,,,
D9251499200000,,AR,1,EA,COCKPIT DOOR CONTROL PNL,,Airbus,PB10230,,0,,,
D9251500200000,,AR,1,EA,SWITCHING PNL,,Airbus,PB10913,,0,,,
251A1240-3,,SV,1,EA,FLIGHT SPOILER ACTUATOR,,Boeing,A0020399,,0,,,
D9251500600000,,AR,1,EA,MUTI.FUNCTION PNL,,Airbus,PB10912,,0,,,
D9251500700000,,AR,1,EA,CARGO SMOKE/VENT/WIPER CNTRL PNL,,Airbus,PB10913,,0,,,
D9251500800000,,AR,1,EA,ELT CNTRL PNL,,Airbus,PB10912,,0,,,
D9251500900000,,AR,1,EA,FLT CNTRL PNL,,Airbus,PB10912,,0,,,
D9251501000000,,AR,1,EA,ANTI-ICE/PROBE WINDOW/CABIN PRESS PNL,,Airbus,PB10912,,0,,,
D9251501100000,,AR,1,EA,COCKPIT DOOR VIDEO CNTRL PNL,,Airbus,PB10365,,0,,,
D9251501300000,,AR,1,EA,AIR COND. PNL CONTROL,,Airbus,PB10915,,0,,,
D9251501400000,,AR,1,EA,ELECT. PNL,,Airbus,PB10912,,0,,,
D9251501500000,,AR,1,EA,HYD/FUEL PNL,,Airbus,PB10912,,0,,,
D9251501600000,,AR,1,EA,LIGHT/AUDIO SWITCHING PNL,,Airbus,PB10912,,0,,,
D9251501800000,,AR,1,EA,OXY/HYD/APU/ENG CTL PNL,,Airbus,PB10912,,0,,,
D9251502000000,,AR,1,EA,SYS. 1&2 PNL,,Airbus,PB10181,,0,,,
