Page,Row,Country,Airline,registration,type of aircraft,cn/fn,exreg,mfd,del,QT,Powered by,mtow kg,config,remarks,,,Head:,Email,WEB,TEL,C20,C30,RR,PT6A,C20R,ALL
4,1,Pakistan,Princely Jets  = PJP,Princely Jets  = PJP,,,,,,,,,,,#REF!,X,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,2,Pakistan,Princely Jets  = PJP,"Office No 10, 2nd Floor, Karachi 75520, Pakistan",Tel: +92 21 567422930,Fax: +92 21 5684522,Email: info@princelyjets.com,,,,,,,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,3,Pakistan,Princely Jets  = PJP,Head: Mr Ghouse Akbar,ICAO: PRINCELY JETS Web: www.princelyjets.com,,,,,,,,,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,4,Pakistan,Princely Jets  = PJP,o AP-MIR,Bombardier Challenger 601-1A (CL-600-2A12),3023,N601FJ,0484,0806,2,GE CF34-1A,19550,Executive,Stored,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,5,Pakistan,Princely Jets  = PJP,o AP-GAK,Bombardier Challenger 604 (CL-600-2B16),5438,N609CC,1299,0208,2,GE CF34-3B,21863,Executive,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,6,Pakistan,Princely Jets  = PJP,o AP-BHE,Cessna 550 Citation Bravo,550-0843,N627L,0998,1005,2,PWC PW530A,6713,Executive,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,7,Pakistan,Princely Jets  = PJP,o AP-BHR,Eurocopter BO105DBS,S-819,G-PASG,0290,0308,2,RR 250-C20B,2500,EMS,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,2,,2,,,2
4,8,Pakistan,Princely Jets  = PJP,o AP-BIG,Eurocopter BO105CB,S-677,N50293,0687,0109,2,RR 250-C20B,2300,EMS,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,2,,2,,,2
4,9,Pakistan,Princely Jets  = PJP,o AP-BIH,Eurocopter BO105CBS,S-840,N7170D,0790,0109,2,RR 250-C20B,2500,EMS,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,2,,2,,,2
4,10,Pakistan,Princely Jets  = PJP,o AP-BKH,Eurocopter EC130B-4,7325,,0512,0512,1,TBMCA Arriel 2B1,2427,EMS,,#REF!,.,Mr Ghouse Akbar               ,info@princelyjets.com       ,www.princelyjets.com,+92 21 567422930    ,,,,,,
4,11,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),,,,,,,,,,,#REF!,X,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,12,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),"Room No 5034 5th Floor, Jinnah International Air Port, Karachi, Pakistan",,Tel: +92 21 4671 506,Fax: +92 21 4570 306,,Email: rayyan@dsl.net.pk,,,,,,#REF!,.,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,13,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),Head: Capt Fateh Sher Bhatti,Web: www.rayyanair.com Pakistani carrier operating worldwide  cargo  and  passenger  charter  services. A scheduled route has also been opened between Islamabad and Kashgar in China.,,,,,,,,,,#REF!,.,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,14,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),o AP-BIB,Boeing 747-21AC,23652 / 669,N652AP,0287,0909,4,GE CF6-50E2,377842,Freighter,,#REF!,.,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,15,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),o AP-BIO,Boeing 747-243F,22545 / 545,N545SG,1081,0710,4,GE CF6-50E2,377842,Freighter,,#REF!,.,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,16,Pakistan,Rayyan Air  = RAB  (aka Rayyan Air Pvt Ltd),o AP-BKI,Boeing 747-230F,21592 / 347,N592AC,1178,0212,4,GE CF6-50E2,371945,Freighter,Stored,#REF!,.,Capt Fateh Sher Bhatti        ,rayyan@dsl.net.pk       ,www.rayyanair.com,+92 21 4671 506     ,,,,,,
4,17,Pakistan,Shaheen Air International  = NL / SAI,Shaheen Air International  = NL / SAI,,,,,,,,,,,#REF!,X,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,18,Pakistan,Shaheen Air International  = NL / SAI,"Terminal-1 Road, Jinnah International Airport, Karachi 75200, Pakistan",,Tel: +92 219 924 2951,Fax: +92 219 924 2965,,Email: dcp@shaheenair.com,,,,,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,19,Pakistan,Shaheen Air International  = NL / SAI,F: 1984    Head: Mr Khalid Sebhai    IATA: 762    ICAO: SHAHEEN AIR,,Web: www.shaheenair.com,"Provides scheduled services between the main cities of Pakistan and to Abu Dhabi, Al Ain, Doha, Kuwait, Mashad, Muscat, Sharjah",,,,,,,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,20,Pakistan,Shaheen Air International  = NL / SAI,and Dammam in the Middle East.,,,,,,,,,,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,21,Pakistan,Shaheen Air International  = NL / SAI,o AP-BLJ,Airbus A320-232,1497,EI-EUS,0501,0313,2,IAE V2527-A5,77000,CY180,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,22,Pakistan,Shaheen Air International  = NL / SAI,o AP-BLK,Airbus A320-232,2027,EI-EUL,0403,0313,2,IAE V2527-A5,77000,CY168,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,23,Pakistan,Shaheen Air International  = NL / SAI,o AP-BKL,Airbus A330-301,055,VQ-BEU,0394,1012,2,GE CF6-80E1A2,215000,C24Y303,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,24,Pakistan,Shaheen Air International  = NL / SAI,o AP-BKM,Airbus A330-301,070,VQ-BCW,1094,0712,2,GE CF6-80E1A2,215000,C24Y303,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,25,Pakistan,Shaheen Air International  = NL / SAI,o AP-BKN,Airbus A330-301,086,VQ-BEQ,1294,0113,2,GE CF6-80E1A2,215000,C24Y303,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,26,Pakistan,Shaheen Air International  = NL / SAI,o AP-BHB,Boeing 737-277 Adv,22655 / 872,N188AW,0582,1204,2,PW JT8D-15(NOR3),53070,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,27,Pakistan,Shaheen Air International  = NL / SAI,o AP-BHC,Boeing 737-291 Adv,21509 / 521,EX-040,0578,0805,2,PW JT8D-9(NOR3),53070,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,28,Pakistan,Shaheen Air International  = NL / SAI,o AP-BIK,Boeing 737-2B7 Adv,23114 / 997,N281AU,1183,0407,2,PW JT8D-15(NOR3),53070,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,29,Pakistan,Shaheen Air International  = NL / SAI,o AP-BIQ,Boeing 737-258 Adv,22857 / 919,ZS-OOD,1082,0509,2,PW JT8D-17,56472,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,30,Pakistan,Shaheen Air International  = NL / SAI,o AP-BIR,Boeing 737-228 Adv,23006 / 944,ZS-OVE,0283,0809,2,PW JT8D-15,52390,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,31,Pakistan,Shaheen Air International  = NL / SAI,o AP-BIS,Boeing 737-228 Adv,23008 / 952,ZS-OVF,0383,0210,2,PW JT8D-15,52390,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,32,Pakistan,Shaheen Air International  = NL / SAI,o AP-BIU,Boeing 737-236 Adv,21807 / 710,ZS-OKE,1080,0709,2,PW JT8D-15,52751,Y120,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,33,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJN,Boeing 737-4H6,26460 / 2533,N829AR,0993,0112,2,CFM CFM56-3C1,62822,F16Y128,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,34,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJO,Boeing 737-4H6,27166 / 2410,N146PA,1292,1012,2,CFM CFM56-3C1,62822,F16Y128,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,35,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJP,Boeing 737-4H6,27167 / 2419,N109PR,0193,1012,2,CFM CFM56-3C1,62822,F16Y128,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,36,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJQ,Boeing 737-4H6,26449 / 2491,N102KR,0693,0113,2,CFM CFM56-3C1,62822,F16Y128,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,37,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJR,Boeing 737-4Q8,25164 / 2447,SP-LLL,0393,0313,2,CFM CFM56-3C1,68038,Y162,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,38,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJT,Boeing 737-4Q8,25740 / 2461,SP-LLK,0493,0313,2,CFM CFM56-3C1,68038,Y162,Stored,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,39,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJU,Boeing 737-4H6,26465 / 2362,N104HK,0992,0412,2,CFM CFM56-3C1,62822,F16Y128,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,40,Pakistan,Shaheen Air International  = NL / SAI,o AP-BJV,Boeing 737-4H6,27190 / 2568,N112SE,0194,0113,2,CFM CFM56-3C1,62822,F16Y128,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,41,Pakistan,Shaheen Air International  = NL / SAI,o AP-BKO,Boeing 737-406,25355 / 2132,N355SM,0991,0912,2,CFM CFM56-3C1,62822,CY18Y150,,#REF!,.,Mr Khalid Sebhai     762 ,dcp@shaheenair.com       ,www.shaheenair.com,+92 219 924 2951    ,,,,,,
4,42,Pakistan,Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),,,,,,,,,,,#REF!,X,Mr Ahsan Urooj Khan           ,starair@super.net.pk       ,www.starairaviation.net,+92 21 459 6500     ,,,,,,
4,43,Pakistan,Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),"Jinnah International Airport, General Aviation Area, Karachi 75200, Pakistan",,Tel: +92 21 459 6500,Fax: +92 21 459 6700,,Email: starair@super.net.pk,,,,,,#REF!,.,Mr Ahsan Urooj Khan           ,starair@super.net.pk       ,www.starairaviation.net,+92 21 459 6500     ,,,,,,
4,44,Pakistan,Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),Head: Mr Ahsan Urooj Khan,ICAO: STARAV Web: www.starairaviation.net,"Provides regular cargo charter flights between Karachi and Lahore, together with international flights to Abu Dhabi, Dubai and Kuwait.",,,,,,,,,#REF!,.,Mr Ahsan Urooj Khan           ,starair@super.net.pk       ,www.starairaviation.net,+92 21 459 6500     ,,,,,,
4,45,Pakistan,Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),o AP-URJ,Boeing 727-224F Adv,20660 / 985,N895AJ,1073,1108,3,PW JT8D-9(FDX3),83823,Freighter,Stored,#REF!,.,Mr Ahsan Urooj Khan           ,starair@super.net.pk       ,www.starairaviation.net,+92 21 459 6500     ,,,,,,
4,46,Pakistan,Star Air Aviation  = 6S / URJ  (aka Star Air Pvt Ltd),o AP-ESC,McDonnell Douglas DC-9-32,48150 / 1014,A6-ESC,0981,0312,2,PW JT8D-17,48987,Y110,,#REF!,.,Mr Ahsan Urooj Khan           ,starair@super.net.pk       ,www.starairaviation.net,+92 21 459 6500     ,,,,,,
4,47,Pakistan,Vision Air International,Vision Air International,= VIS  (aka Vision Air International (PVT) Limited),,,,,,,,,,#REF!,X,Capt Aijaz Faizi              ,info@visionairintl.com       ,www.visionairintl.com,+92 21 5360657      ,,,,,,
4,48,Pakistan,Vision Air International,"Avenue 3, Street 3, Karachi BC-14, Pakistan",Tel: +92 21 5360657,Fax: +92 21 5360659 Email: info@visionairintl.com,,,,,,,,,#REF!,.,Capt Aijaz Faizi              ,info@visionairintl.com       ,www.visionairintl.com,+92 21 5360657      ,,,,,,
4,49,Pakistan,Vision Air International,Head: Capt Aijaz Faizi,ICAO: DREAM BIRD Web: www.visionairintl.com,Provides a passenger and cargo charter service.,,,,,,,,,#REF!,.,Capt Aijaz Faizi              ,info@visionairintl.com       ,www.visionairintl.com,+92 21 5360657      ,,,,,,
4,50,Pakistan,Vision Air International,o EK-73755,Boeing 737-229QC Adv,21139 / 437,EX-050,1075,0510,2,PW JT8D-15,52752,Freighter,lsf South Airlines (Armenia),#REF!,.,Capt Aijaz Faizi              ,info@visionairintl.com       ,www.visionairintl.com,+92 21 5360657      ,,,,,,
4,51,Pakistan,Vision Air International,o AP-BIV,Boeing 747-246F,22477 / 494,N224JT,1180,0211,4,PW JT9D-7,371945,Freighter,,#REF!,.,Capt Aijaz Faizi              ,info@visionairintl.com       ,www.visionairintl.com,+92 21 5360657      ,,,,,,
4,53,Botswana ,Government / Corporate / Executive / VIP,Government / Corporate / Executive / VIP,,,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
4,54,Botswana ,Government / Corporate / Executive / VIP,o OK1,Bombardier Global Express XRS (BD-700-1A10),9259,,0909,0909,2,RR BR710A2-20,42410,VIP,opb Government of Botswana,#REF!,.,0,0,0,0,,,,,,
4,55,Botswana ,Government / Corporate / Executive / VIP,o OB2,Dornier 328-110,3083,OY-NCC,0297,1108,2,PWC PW119B,13990,VIP,opb Botswana Defence Force,#REF!,.,0,0,0,0,,,,,,
4,56,Botswana ,Air Botswana  = BP / BOT,Air Botswana  = BP / BOT,,,,,,,,,,,#REF!,X,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,57,Botswana ,Air Botswana  = BP / BOT,"PO Box 92, Sir Seretse Khama Intl Airport, Gaborone, Botswana",,Tel: +267 3957 003 Fax: +267 3974 802,,Email: lsegwagw@airbotswana.co.bw,,,,,,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,58,Botswana ,Air Botswana  = BP / BOT,F: 1972,IATA: 636 ICAO: BOTSWANA,Web: www.airbotswana.co.bw,"National carrier operating scheduled domestic services from Gaborone to Maun, Francistown and Kasane, together with regional",,,,,,,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,59,Botswana ,Air Botswana  = BP / BOT,"services, which link Gabarone with Harare and Johannesburg, as well as Maun with Capetown and Windhoek, connecting with international carriers. Charters are also flown.",,,,,,,,,,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,60,Botswana ,Air Botswana  = BP / BOT,o A2-ABN,ATR 42-500,507,F-WQNG,0996,0900,2,PWC PW127,18600,Y46,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,61,Botswana ,Air Botswana  = BP / BOT,o A2-ABO,ATR 42-500,511,F-WQNC,0696,0800,2,PWC PW127,18600,Y46,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,62,Botswana ,Air Botswana  = BP / BOT,o A2-ABP,ATR 42-500,512,F-WQNI,0696,0900,2,PWC PW127,18600,Y46,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,63,Botswana ,Air Botswana  = BP / BOT,o A2-ABR,ATR 72-500,786,,0408,0309,2,PWC PW127,22000,Y68,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,64,Botswana ,Air Botswana  = BP / BOT,o A2-ABS,ATR 72-500,788,,0508,0509,2,PWC PW127,22000,Y68,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,65,Botswana ,Air Botswana  = BP / BOT,o A2-ABG,BAE (Avro) Avroliner-RJ85,E2303,D-AVRP,0297,0812,4,GA LF507-1F,44000,Y116,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,66,Botswana ,Air Botswana  = BP / BOT,o A2-ABH,BAE (Avro) Avroliner-RJ85,E2304,D-AVRQ,0397,1012,4,GA LF507-1F,44000,Y116,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,67,Botswana ,Air Botswana  = BP / BOT,o A2-ABD,BAe 146-100,E1101,,0189,0797,4,GA ALF502R-5,38100,Y100,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,68,Botswana ,Air Botswana  = BP / BOT,o A2-ABF,BAe 146-100,E1160,G-BVLJ,0890,1109,4,GA ALF502R-5,38100,Y100,,#REF!,.,Mr Sakhile Reiling            ,lsegwagw@airbotswana.co.bw       ,www.airbotswana.co.bw,+267 3957 003 +,,,,,,
4,69,Botswana ,Blue Sky Airways,Blue Sky Airways,(aka BlueSky Airways),,,,,,,,,,#REF!,X,0,info@blueskyairways.bw       ,www.blueskyairways.co.bw,+267 309 0297 +,,,,,,
4,70,Botswana ,Blue Sky Airways,"Private Bag SK11, Sir Seretse Khama Airport, Gaborone, Botswana",,Tel: +267 309 0297 Fax: +267 309 4181,,Email: info@blueskyairways.bw,,,,,,,#REF!,.,0,info@blueskyairways.bw       ,www.blueskyairways.co.bw,+267 309 0297 +,,,,,,
4,71,Botswana ,Blue Sky Airways,F: 2012,Start-up airline operating a passenger charter service. Scheduled services are to be added soon.,,,,,,,,,,#REF!,.,0,info@blueskyairways.bw       ,www.blueskyairways.co.bw,+267 309 0297 +,,,,,,
4,72,Botswana ,Blue Sky Airways,o A2-FMX,Boeing 737-247 Adv,23520 / 1329,ZS-SHL,1286,1211,2,PW JT8D-15(NOR3),52390,Y136,lsf Flying Mission Services Pty Ltd,#REF!,.,0,info@blueskyairways.bw       ,www.blueskyairways.co.bw,+267 309 0297 +,,,,,,
4,73,Botswana ,Delta Air (Botswana),Delta Air (Botswana),,,,,,,,,,,#REF!,X,Mr Peter Sandenbergh          ,kagiso@deltabotswana.com       ,0,+267 686 0044 +,,,,,,
4,74,Botswana ,Delta Air (Botswana),"PO Box 39, Maun, Botswana",Tel: +267 686 0044 Fax: +267 686 1703,Email: kagiso@deltabotswana.com,,,,,,,,,#REF!,.,Mr Peter Sandenbergh          ,kagiso@deltabotswana.com       ,0,+267 686 0044 +,,,,,,
4,75,Botswana ,Delta Air (Botswana),F: 1989,,,,,,,,,,,#REF!,.,Mr Peter Sandenbergh          ,kagiso@deltabotswana.com       ,0,+267 686 0044 +,,,,,,
4,76,Botswana ,Delta Air (Botswana),o A2-AJA,Britten-Norman BN-2A-3 Islander,271,,0696,0696,2,TL IO-540-K1B5,2857,Passenger,,#REF!,.,Mr Peter Sandenbergh          ,kagiso@deltabotswana.com       ,0,+267 686 0044 +,,,,,,
4,77,Botswana ,Flying Mission Services Pty Ltd,Flying Mission Services Pty Ltd,,,,,,,,,,,#REF!,X,0,0,www.flyingmission.org,+267 391 2981 +,,,,,,
4,78,Botswana ,Flying Mission Services Pty Ltd,"PO Box 1022, Gaborone, Botswana",Tel: +267 391 2981 Fax: +267 391 2981,,,,,,,,,,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,,,
4,79,Botswana ,Flying Mission Services Pty Ltd,Web: www.flyingmission.org,,,,,,,,,,,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,,,
4,80,Botswana ,Flying Mission Services Pty Ltd,o A2-FMA,Beechcraft King Air 200C,BL-32,ZS-CVH,0681,0210,2,PWC PT6A-41,5670,Utility,,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,2,,2
4,81,Botswana ,Flying Mission Services Pty Ltd,o A2-FMB,Beechcraft King Air 200,BB-111,N22071,0676,1208,2,PWC PT6A-41,5670,EMS,,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,2,,2
4,82,Botswana ,Flying Mission Services Pty Ltd,o A2-FMX,Boeing 737-247 Adv,23520 / 1329,ZS-SHL,1286,1211,2,PW JT8D-15(NOR3),52390,Y136,lst Blue Sky Airways,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,,,
4,83,Botswana ,Flying Mission Services Pty Ltd,o ,Quest Aircraft Company Kodiak,,,,,1,PWC PT6A-34,3061,Utility,On Order - Due 2013,#REF!,.,0,0,www.flyingmission.org,+267 391 2981 +,,,,1,,1
4,84,Botswana ,Kalahari Air Services & Charter,Kalahari Air Services & Charter,(aka Air Charter Botswana),,,,,,,,,,#REF!,X,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,,,
4,85,Botswana ,Kalahari Air Services & Charter,"PO Box 41278, Broadhurst, Gaborone, Botswana",Tel: +267 3 518 04,Fax: +267 3 120 15,,,,,,,,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,,,
4,86,Botswana ,Kalahari Air Services & Charter,Head: Mr Noel Fitzgerald,Web: www.kalahariair.co.bw,,,,,,,,,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,,,
4,87,Botswana ,Kalahari Air Services & Charter,o A2-KAB,Beechcraft 1900C-1,UC-150,ZS-PCE,0391,0707,2,PWC PT6A-65B,7530,Y19,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,2,,2
4,88,Botswana ,Kalahari Air Services & Charter,o A2-DBH,Beechcraft King Air C90,LJ-988,ZS-LUU,0981,0701,2,PWC PT6A-20,4762,Executive,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,2,,2
4,89,Botswana ,Kalahari Air Services & Charter,o A2-AHZ,Beechcraft King Air 200,BB-95,ZS-JPD,0176,0508,2,PWC PT6A-41,5670,EMS,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,2,,2
4,90,Botswana ,Kalahari Air Services & Charter,o A2-KAS,Beechcraft King Air 200,BB-614,ZS-LKA,0180,0999,2,PWC PT6A-61,5670,Executive,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,2,,2
4,91,Botswana ,Kalahari Air Services & Charter,o A2-AFN,Britten-Norman BN-2A-27 Islander,807,,0696,0696,2,TL O-540-E4C5,2857,Passenger,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,,,
4,92,Botswana ,Kalahari Air Services & Charter,o A2-AKL,Cessna 208B Grand Caravan,208B0679,7Q-YKU,0998,0509,1,PWC PT6A-114A,3968,Passenger,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,1,,1
4,93,Botswana ,Kalahari Air Services & Charter,o A2-SPA,Pilatus PC-12-47,788,D-FATN,0207,0110,1,PWC PT6A-67B,4740,Executive,,#REF!,.,Mr Noel Fitzgerald            ,0,www.kalahariair.co.bw,+267 3 518 04       ,,,,1,,1
4,94,Botswana ,Mack Air,Mack Air,,,,,,,,,,,#REF!,X,Ms Lara Mackay                ,reservations@mackair.co.bw       ,www.mackair.co.bw,+267 686 0675 +,,,,,,
4,95,Botswana ,Mack Air,"Private Bag 329, Maun, Botswana",Tel: +267 686 0675 Fax: +267 686 0036,Email: reservations@mackair.co.bw,,,,,,,,,#REF!,.,Ms Lara Mackay                ,reservations@mackair.co.bw       ,www.mackair.co.bw,+267 686 0675 +,,,,,,
4,96,Botswana ,Mack Air,Head: Ms Lara Mackay,"Web: www.mackair.co.bw Provides a variety of aerial services including private and business charters, scenic flights, medical evacuation and supply lfights to game lodges.",,,,,,,,,,#REF!,.,Ms Lara Mackay                ,reservations@mackair.co.bw       ,www.mackair.co.bw,+267 686 0675 +,,,,,,
